Date,Month,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation_raw,Precipitation,Precipitation_trace,NewSnow_raw,NewSnow,NewSnow_trace,SnowDepth_raw,SnowDepth,SnowDepth_trace
2025-07-01,2025-07,79,69,74.0,-1.0,0,9,0.14,0.14,False,0.0,0.0,False,0,0,False
2025-07-02,2025-07,86,66,76.0,0.9,0,11,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-03,2025-07,89,66,77.5,2.4,0,13,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-04,2025-07,92,69,80.5,5.3,0,16,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-05,2025-07,90,69,79.5,4.2,0,15,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-06,2025-07,92,70,81.0,5.6,0,16,0.27,0.27,False,0.0,0.0,False,0,0,False
2025-07-07,2025-07,88,73,80.5,5.1,0,16,0.23,0.23,False,0.0,0.0,False,0,0,False
2025-07-08,2025-07,86,72,79.0,3.5,0,14,T,0.0,True,0.0,0.0,False,0,0,False
2025-07-09,2025-07,85,72,78.5,3.0,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-10,2025-07,86,71,78.5,3.0,0,14,0.39,0.39,False,0.0,0.0,False,0,0,False
2025-07-11,2025-07,91,70,80.5,4.9,0,16,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-12,2025-07,91,72,81.5,5.9,0,17,0.43,0.43,False,0.0,0.0,False,0,0,False
2025-07-13,2025-07,87,70,78.5,2.9,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-14,2025-07,85,70,77.5,1.9,0,13,0.41,0.41,False,0.0,0.0,False,0,0,False
2025-07-15,2025-07,90,68,79.0,3.4,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-16,2025-07,85,75,80.0,4.4,0,15,0.19,0.19,False,0.0,0.0,False,0,0,False
2025-07-17,2025-07,86,74,80.0,4.4,0,15,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-18,2025-07,76,69,72.5,-3.1,0,8,T,0.0,True,0.0,0.0,False,0,0,False
2025-07-19,2025-07,85,66,75.5,0.0,0,11,0.29,0.29,False,0.0,0.0,False,0,0,False
2025-07-20,2025-07,85,71,78.0,2.5,0,13,0.12,0.12,False,0.0,0.0,False,0,0,False
2025-07-21,2025-07,80,66,73.0,-2.5,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-22,2025-07,83,62,72.5,-3.0,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-23,2025-07,88,62,75.0,-0.4,0,10,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-24,2025-07,93,67,80.0,4.6,0,15,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-25,2025-07,90,74,82.0,6.6,0,17,0.33,0.33,False,0.0,0.0,False,0,0,False
2025-07-26,2025-07,92,71,81.5,6.2,0,17,0.69,0.69,False,0.0,0.0,False,0,0,False
2025-07-27,2025-07,86,73,79.5,4.2,0,15,0.90,0.9,False,0.0,0.0,False,0,0,False
2025-07-28,2025-07,88,73,80.5,5.2,0,16,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-07-29,2025-07,89,73,81.0,5.8,0,16,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-30,2025-07,93,72,82.5,7.3,0,18,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-07-31,2025-07,79,63,71.0,-4.2,0,6,0.26,0.26,False,0.0,0.0,False,0,0,False
2025-08-01,2025-08,78,58,68.0,-7.1,0,3,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-02,2025-08,78,59,68.5,-6.6,0,4,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-03,2025-08,81,58,69.5,-5.5,0,5,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-04,2025-08,81,59,70.0,-5.0,0,5,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-05,2025-08,86,63,74.5,-0.4,0,10,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-06,2025-08,86,69,77.5,2.6,0,13,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-07,2025-08,86,67,76.5,1.7,0,12,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-08,2025-08,87,67,77.0,2.2,0,12,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-09,2025-08,89,67,78.0,3.3,0,13,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-10,2025-08,91,66,78.5,3.8,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-11,2025-08,91,67,79.0,4.4,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-12,2025-08,92,71,81.5,7.0,0,17,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-08-13,2025-08,88,71,79.5,5.0,0,15,0.31,0.31,False,0.0,0.0,False,0,0,False
2025-08-14,2025-08,89,68,78.5,4.1,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-15,2025-08,88,69,78.5,4.2,0,14,0.28,0.28,False,0.0,0.0,False,0,0,False
2025-08-16,2025-08,92,70,81.0,6.8,0,16,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-17,2025-08,89,71,80.0,5.9,0,15,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-18,2025-08,88,65,76.5,2.4,0,12,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-19,2025-08,92,65,78.5,4.6,0,14,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-20,2025-08,77,69,73.0,-0.8,0,8,T,0.0,True,0.0,0.0,False,0,0,False
2025-08-21,2025-08,77,64,70.5,-3.2,0,6,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-22,2025-08,84,62,73.0,-0.6,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-23,2025-08,85,65,75.0,1.5,0,10,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-24,2025-08,82,64,73.0,-0.3,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-25,2025-08,77,56,66.5,-6.7,0,2,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-26,2025-08,75,53,64.0,-9.0,1,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-27,2025-08,76,48,62.0,-10.8,3,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-28,2025-08,72,52,62.0,-10.6,3,0,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-08-29,2025-08,75,54,64.5,-7.9,0,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-30,2025-08,75,49,62.0,-10.2,3,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-08-31,2025-08,80,54,67.0,-5.0,0,2,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-01,2025-09,81,55,68.0,-3.8,0,3,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-02,2025-09,84,52,68.0,-3.6,0,3,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-03,2025-09,85,55,70.0,-1.3,0,5,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-04,2025-09,76,54,65.0,-6.0,0,0,0.26,0.26,False,0.0,0.0,False,0,0,False
2025-09-05,2025-09,81,52,66.5,-4.3,0,2,T,0.0,True,0.0,0.0,False,0,0,False
2025-09-06,2025-09,72,52,62.0,-8.5,3,0,T,0.0,True,0.0,0.0,False,0,0,False
2025-09-07,2025-09,72,46,59.0,-11.2,6,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-08,2025-09,75,46,60.5,-9.4,4,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-09,2025-09,79,47,63.0,-6.6,2,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-10,2025-09,81,49,65.0,-4.3,0,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-11,2025-09,84,54,69.0,0.0,0,4,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-12,2025-09,84,54,69.0,0.4,0,4,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-13,2025-09,86,55,70.5,2.2,0,6,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-14,2025-09,87,59,73.0,5.1,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-15,2025-09,89,62,75.5,7.9,0,11,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-16,2025-09,87,62,74.5,7.3,0,10,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-17,2025-09,87,58,72.5,5.7,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-18,2025-09,88,58,73.0,6.5,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-19,2025-09,89,57,73.0,6.9,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-20,2025-09,89,64,76.5,10.8,0,12,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-21,2025-09,88,68,78.0,12.7,0,13,0.26,0.26,False,0.0,0.0,False,0,0,False
2025-09-22,2025-09,79,65,72.0,7.1,0,7,1.28,1.28,False,0.0,0.0,False,0,0,False
2025-09-23,2025-09,81,66,73.5,9.0,0,9,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-09-24,2025-09,75,66,70.5,6.4,0,6,0.10,0.1,False,0.0,0.0,False,0,0,False
2025-09-25,2025-09,76,63,69.5,5.8,0,5,0.05,0.05,False,0.0,0.0,False,0,0,False
2025-09-26,2025-09,80,57,68.5,5.2,0,4,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-27,2025-09,83,56,69.5,6.6,0,5,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-28,2025-09,88,57,72.5,10.0,0,8,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-29,2025-09,88,60,74.0,12.0,0,9,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-09-30,2025-09,85,58,71.5,9.9,0,7,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-01,2025-10,80,58,69.0,7.8,0,4,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-02,2025-10,80,53,66.5,5.7,0,2,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-03,2025-10,84,57,70.5,10.1,0,6,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-04,2025-10,85,56,70.5,10.5,0,6,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-05,2025-10,84,56,70.0,10.4,0,5,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-06,2025-10,79,57,68.0,8.9,0,3,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-10-07,2025-10,69,59,64.0,5.3,1,0,1.84,1.84,False,0.0,0.0,False,0,0,False
2025-10-08,2025-10,69,49,59.0,0.7,6,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-09,2025-10,64,44,54.0,-3.9,11,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-10,2025-10,69,41,55.0,-2.5,10,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-11,2025-10,72,47,59.5,2.4,5,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-12,2025-10,73,47,60.0,3.3,5,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-13,2025-10,75,52,63.5,7.2,1,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-14,2025-10,73,49,61.0,5.1,4,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-15,2025-10,65,50,57.5,2.0,7,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-16,2025-10,66,44,55.0,-0.1,10,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-17,2025-10,69,41,55.0,0.3,10,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-18,2025-10,82,54,68.0,13.7,0,3,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-19,2025-10,72,48,60.0,6.1,5,0,1.28,1.28,False,0.0,0.0,False,0,0,False
2025-10-20,2025-10,62,44,53.0,-0.5,12,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-21,2025-10,65,50,57.5,4.4,7,0,0.02,0.02,False,0.0,0.0,False,0,0,False
2025-10-22,2025-10,51,45,48.0,-4.7,17,0,T,0.0,True,0.0,0.0,False,0,0,False
2025-10-23,2025-10,55,40,47.5,-4.8,17,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-24,2025-10,58,34,46.0,-6.0,19,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-25,2025-10,57,34,45.5,-6.1,19,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-26,2025-10,60,37,48.5,-2.7,16,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-27,2025-10,62,39,50.5,-0.3,14,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-28,2025-10,59,43,51.0,0.6,14,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-10-29,2025-10,52,42,47.0,-3.0,18,0,0.41,0.41,False,0.0,0.0,False,0,0,False
2025-10-30,2025-10,51,41,46.0,-3.7,19,0,0.32,0.32,False,0.0,0.0,False,0,0,False
2025-10-31,2025-10,56,40,48.0,-1.3,17,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-01,2025-11,58,36,47.0,-1.9,18,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-02,2025-11,58,36,47.0,-1.5,18,0,T,0.0,True,0.0,0.0,False,0,0,False
2025-11-03,2025-11,59,35,47.0,-1.1,18,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-04,2025-11,62,32,47.0,-0.8,18,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-05,2025-11,67,44,55.5,8.1,9,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-06,2025-11,56,33,44.5,-2.5,20,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-07,2025-11,58,43,50.5,3.8,14,0,0.14,0.14,False,0.0,0.0,False,0,0,False
2025-11-08,2025-11,61,44,52.5,6.2,12,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-09,2025-11,48,33,40.5,-5.4,24,0,0.51,0.51,False,0.5,0.5,False,0,0,False
2025-11-10,2025-11,33,24,28.5,-17.0,36,0,0.14,0.14,False,1.3,1.3,False,1,1,False
2025-11-11,2025-11,35,25,30.0,-15.2,35,0,T,0.0,True,T,0.0,True,T,0,True
2025-11-12,2025-11,52,33,42.5,-2.3,22,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-13,2025-11,55,32,43.5,-1.0,21,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-14,2025-11,60,32,46.0,1.9,19,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-15,2025-11,66,49,57.5,13.8,7,0,T,0.0,True,0.0,0.0,False,0,0,False
2025-11-16,2025-11,59,35,47.0,3.6,18,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-17,2025-11,48,27,37.5,-5.5,27,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-18,2025-11,42,30,36.0,-6.7,29,0,0.55,0.55,False,T,0.0,True,0,0,False
2025-11-19,2025-11,52,36,44.0,1.7,21,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-20,2025-11,46,41,43.5,1.5,21,0,0.01,0.01,False,0.0,0.0,False,0,0,False
2025-11-21,2025-11,49,43,46.0,4.4,19,0,0.20,0.2,False,0.0,0.0,False,0,0,False
2025-11-22,2025-11,51,34,42.5,1.2,22,0,T,0.0,True,0.0,0.0,False,0,0,False
2025-11-23,2025-11,55,34,44.5,3.5,20,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-24,2025-11,55,28,41.5,0.9,23,0,0.00,0.0,False,0.0,0.0,False,0,0,False
2025-11-25,2025-11,57,48,52.5,12.2,12,0,0.70,0.7,False,0.0,0.0,False,0,0,False
2025-11-26,2025-11,56,35,45.5,5.5,19,0,0.03,0.03,False,T,0.0,True,0,0,False
2025-11-27,2025-11,35,30,32.5,-7.2,32,0,T,0.0,True,T,0.0,True,0,0,False
2025-11-28,2025-11,36,24,30.0,-9.3,35,0,T,0.0,True,T,0.0,True,0,0,False
2025-11-29,2025-11,38,19,28.5,-10.5,36,0,T,0.0,True,T,0.0,True,0,0,False
2025-11-30,2025-11,42,28,35.0,-3.7,30,0,0.04,0.04,False,T,0.0,True,0,0,False
